C_perc,H_perc,N_perc,O_perc,S_perc
26.86,13.44,52.14,7.36,0.2
27.04,13.03,52.59,6.88,0.46
27.1,12.92,52.63,7.27,0.08
26.24,12.36,53.24,7.57,0.6
26.85,12.83,53.24,6.7,0.38
26.35,13.73,52.54,7.04,0.34
26.6,13.27,52.29,7.35,0.49
26.57,13.31,52.61,7.33,0.18
25.52,13.03,53.21,7.66,0.58
25.87,13.33,53.12,7.23,0.45
27.11,13.09,52.12,7.52,0.15
26.78,13.46,52.21,7.3,0.26
26.75,13.35,51.86,7.35,0.69
26.24,13.04,53.23,7.29,0.2
26.2,13.59,52.23,7.6,0.38
27.39,12.85,52.41,7.21,0.14
25.2,14.67,52.87,7.15,0.11
26.51,13.27,52.29,7.46,0.47
26.91,13.56,52.31,7.1,0.11
26.53,13.42,52.22,7.5,0.34
26.07,13.83,51.81,7.58,0.7
26.91,13.3,52.49,7.08,0.22
26.73,13.47,52.22,7.37,0.21
25.66,13.26,52.32,8.02,0.73
26.21,13.43,52.63,7.52,0.22
26.89,12.89,52.87,7.01,0.34
26.54,13.05,52.56,7.16,0.7
26.03,12.87,52.77,8.04,0.29
26.8,13.94,52.14,6.92,0.19
26.5,13.63,52.75,7.03,0.09
26.03,13.22,53.23,7.23,0.29
26.38,13.47,52.9,6.98,0.27
26.2,14.33,51.89,7.2,0.39
26.58,13.29,52.53,7.43,0.17
26.96,13.29,52.51,7.06,0.18
28.21,12.92,51.38,7.32,0.16
26.74,12.76,53.02,7.26,0.21
26.71,12.64,52.91,7.37,0.37
26.88,13.42,52.62,6.77,0.3
25.53,13.99,53.18,6.7,0.6
26.1,13.37,52.39,7.72,0.42
25.97,13.26,52.8,7.79,0.18
26.08,13.09,53.45,7.25,0.14
27.2,13.13,51.98,7.48,0.21
26.95,12.79,52.59,7.55,0.13
26.65,13.23,52.89,7.09,0.13
27.69,12.95,52.37,6.8,0.19
26.6,13.57,52.18,6.96,0.68
26.72,12.88,53.05,7.13,0.22
25.99,13.62,52.44,7.48,0.47
25.92,13.46,53.18,7.15,0.29
26.88,13.44,52.42,7.08,0.18
26.56,13.35,52.46,7.23,0.4
26.73,13.19,52.96,6.91,0.21
26.34,12.33,54.06,7.08,0.18
26.0,14.04,51.96,7.56,0.44
26.4,13.6,52.64,7.25,0.11
26.23,13.34,52.43,7.59,0.41
26.07,13.26,53.14,7.33,0.2
27.09,14.71,51.2,6.87,0.14
26.2,13.76,52.59,7.19,0.25
25.82,11.39,53.52,8.61,0.66
26.62,12.45,52.55,8.09,0.29
26.48,13.34,52.97,6.85,0.36
26.9,13.42,52.22,7.24,0.22
25.4,13.62,53.07,7.13,0.77
28.79,12.79,51.59,6.59,0.23
26.99,13.23,52.45,7.14,0.18
26.99,13.32,52.12,7.4,0.16
26.36,13.66,52.77,6.89,0.32
26.8,12.81,53.16,6.9,0.33
27.26,12.53,52.41,7.3,0.49
27.12,12.87,52.68,7.07,0.26
27.2,13.01,52.45,7.16,0.18
27.53,13.31,51.91,7.2,0.05
26.43,14.27,52.36,6.87,0.07
26.06,12.83,53.68,7.08,0.36
26.32,13.72,52.69,6.8,0.47
26.49,12.81,52.93,7.25,0.52
25.76,13.13,53.44,7.49,0.18
25.92,13.25,52.8,7.5,0.53
26.81,12.94,52.65,7.41,0.19
26.12,13.04,53.65,7.09,0.1
26.47,13.42,52.42,7.3,0.39
26.9,12.96,52.8,7.12,0.22
26.55,13.16,52.43,7.57,0.28
26.35,13.41,52.78,7.43,0.04
27.24,13.18,52.19,7.21,0.18
27.09,13.07,53.07,6.45,0.32
25.87,12.62,53.58,7.52,0.4
26.76,12.84,52.82,6.91,0.67
26.13,12.75,53.39,7.3,0.43
26.32,13.6,52.64,7.08,0.35
26.74,13.29,52.76,6.99,0.21
26.13,13.37,52.53,7.22,0.75
25.81,13.13,53.31,7.31,0.44
26.04,13.33,52.98,7.51,0.13
26.67,13.02,53.03,7.03,0.25
26.53,13.79,52.48,6.84,0.36
26.68,12.94,53.15,6.87,0.36
26.35,13.02,53.67,6.6,0.35
26.5,12.79,53.14,6.92,0.64
26.81,13.37,52.41,7.23,0.18
26.05,13.4,52.46,7.83,0.26
26.76,12.97,52.59,7.47,0.21
26.4,14.08,51.97,7.11,0.44
26.8,13.08,52.83,7.04,0.25
26.94,13.25,52.58,6.94,0.29
26.98,13.38,52.28,7.16,0.19
26.37,13.23,52.64,7.26,0.49
25.63,14.63,51.87,7.56,0.3
26.05,13.67,52.21,7.67,0.39
25.78,13.46,52.7,7.71,0.35
26.86,13.18,52.52,7.15,0.29
26.28,13.5,52.39,7.32,0.51
25.43,12.73,53.55,7.76,0.53
25.96,13.06,52.79,7.97,0.22
26.8,13.23,52.82,6.96,0.19
26.91,13.22,52.2,7.51,0.16
27.69,13.13,51.8,7.22,0.16
26.85,13.87,51.92,6.83,0.53
26.99,13.74,52.18,6.95,0.14
26.53,14.44,52.09,6.84,0.11
26.27,13.13,52.79,7.59,0.22
26.49,13.47,51.97,7.31,0.76
26.03,13.77,52.24,7.67,0.29
26.15,12.71,53.55,7.33,0.26
26.8,13.26,52.46,7.41,0.08
26.08,13.36,52.93,7.49,0.14
26.62,12.78,52.79,7.43,0.38
26.73,13.39,52.5,7.15,0.23
26.23,12.3,53.5,7.49,0.49
26.98,12.93,52.23,7.71,0.16
27.33,12.86,52.64,6.86,0.32
26.58,13.67,51.75,7.56,0.44
27.15,13.88,51.77,6.88,0.31
27.32,11.53,53.72,6.77,0.67
26.22,13.2,52.76,7.09,0.74
27.54,13.85,51.51,7.04,0.07
26.64,13.37,52.38,7.44,0.17
26.63,13.21,52.48,7.48,0.2
26.86,13.43,52.39,6.9,0.42
25.75,14.06,52.72,7.25,0.23
25.97,13.55,52.06,7.87,0.55
25.78,13.66,52.02,8.1,0.45
25.94,13.21,53.02,7.51,0.33
26.3,13.46,52.95,7.11,0.19
26.25,12.43,54.01,6.99,0.32
26.55,13.01,52.35,7.61,0.47
26.85,12.84,52.72,7.1,0.49
26.18,13.51,52.46,7.58,0.27
26.03,13.59,52.06,8.06,0.26
26.95,13.03,52.53,7.1,0.39
26.9,13.09,52.62,6.99,0.39
26.17,13.03,53.68,6.77,0.35
25.64,13.4,53.27,7.32,0.38
26.55,13.48,52.43,7.3,0.24
26.11,12.83,52.49,8.36,0.22
26.29,12.94,53.45,7.03,0.29
26.7,13.93,52.15,6.96,0.27
25.58,12.82,52.95,7.87,0.79
25.79,13.05,53.4,7.53,0.23
27.4,13.02,52.63,6.73,0.22
27.04,13.18,52.31,7.25,0.22
26.21,13.45,52.38,7.73,0.22
26.94,13.24,52.72,6.91,0.18
26.55,13.07,52.97,7.09,0.32
25.92,13.43,51.97,7.86,0.82
26.47,13.21,53.51,6.66,0.16
25.9,12.85,54.25,6.9,0.11
26.48,12.7,53.53,7.1,0.19
26.69,12.67,52.87,7.4,0.36
25.93,13.21,52.88,7.76,0.21
26.4,13.79,51.74,7.62,0.46
26.59,12.53,53.64,7.01,0.23
25.72,13.59,52.33,7.89,0.47
26.64,12.99,52.79,7.32,0.27
26.01,14.94,51.91,6.9,0.25
26.91,12.68,52.95,7.15,0.31
26.59,12.47,54.1,6.49,0.36
26.05,13.82,52.08,7.68,0.37
25.72,14.28,52.73,7.09,0.18
26.52,12.75,53.22,7.15,0.35
26.75,13.22,52.69,7.11,0.24
26.22,13.5,52.92,7.14,0.21
26.78,13.22,52.98,6.78,0.24
26.52,12.82,53.51,6.81,0.34
26.7,13.39,52.24,7.24,0.43
26.07,11.91,55.25,6.54,0.23
27.02,12.84,53.18,6.74,0.21
26.55,13.7,52.47,7.04,0.25
25.99,13.44,52.72,7.49,0.36
26.64,13.71,52.07,7.0,0.57
26.53,13.3,52.19,7.55,0.43
26.46,13.62,52.26,7.38,0.29
26.19,13.67,52.37,7.41,0.36
25.95,13.09,52.73,7.92,0.3
26.52,13.29,52.8,6.99,0.4
26.36,13.53,52.64,7.12,0.35
26.04,13.0,53.09,7.52,0.35
25.18,13.88,52.29,8.2,0.45
27.13,13.38,51.87,7.34,0.28
27.08,12.72,52.75,7.23,0.22
25.56,14.25,52.68,7.32,0.19
26.67,13.51,52.39,7.11,0.33
26.29,13.47,52.74,7.12,0.38
26.54,13.57,52.29,7.28,0.31
26.3,12.78,52.74,7.86,0.31
25.82,13.02,53.36,7.13,0.68
26.6,13.24,52.94,7.05,0.17
26.03,12.96,53.96,6.8,0.24
26.1,13.92,52.62,7.03,0.33
26.97,12.88,52.41,7.36,0.37
26.7,13.98,51.76,7.3,0.27
26.83,14.09,51.98,6.97,0.14
26.85,13.03,52.39,7.44,0.29
26.25,12.77,53.58,7.01,0.39
26.46,14.0,52.59,6.73,0.22
26.93,13.13,52.4,7.43,0.11
27.08,12.96,52.88,6.99,0.09
25.9,13.63,53.31,6.88,0.27
26.83,12.94,52.89,7.13,0.21
26.39,12.57,53.4,7.37,0.27
26.35,13.34,52.51,7.51,0.3
25.95,13.5,52.35,8.02,0.19
25.87,13.57,53.08,7.18,0.29
26.51,12.8,53.08,7.28,0.34
26.96,13.22,52.73,7.0,0.09
27.1,13.07,52.3,7.32,0.2
26.74,13.44,52.56,7.04,0.23
26.29,13.38,53.35,6.76,0.22
26.23,13.0,52.6,7.33,0.83
26.77,13.1,52.52,7.46,0.15
26.61,13.47,52.29,7.25,0.38
26.77,13.34,52.4,7.3,0.2
26.82,13.47,52.3,7.16,0.24
26.81,13.33,52.53,6.83,0.5
26.4,12.33,53.15,7.34,0.79
26.34,13.27,52.71,7.23,0.44
27.18,12.7,52.97,6.94,0.22
26.84,13.42,52.56,6.71,0.47
26.98,13.19,52.45,7.18,0.19
26.16,13.51,53.13,6.78,0.41
26.15,13.35,52.55,7.64,0.31
26.19,13.38,52.52,7.21,0.7
26.63,13.77,52.57,6.84,0.19
25.77,14.66,52.96,6.15,0.47
26.16,13.63,52.78,7.25,0.18
26.22,12.36,53.61,7.49,0.32
25.72,13.36,52.45,7.9,0.57
27.2,13.96,51.7,6.95,0.2
26.99,13.5,52.23,6.68,0.61
25.94,13.61,53.44,6.6,0.41
26.3,13.01,52.66,7.58,0.46
25.54,12.74,54.5,6.84,0.38
26.66,13.47,51.94,7.78,0.15
26.42,12.91,53.03,7.5,0.13
26.18,13.09,53.4,7.16,0.17
27.07,13.32,52.29,7.24,0.09
26.59,13.19,52.03,7.88,0.31
26.62,13.52,52.19,7.29,0.38
26.22,13.61,52.71,6.97,0.5
26.86,13.29,52.97,6.31,0.57
26.74,13.18,52.99,6.59,0.5
26.86,13.08,52.1,7.75,0.2
25.82,14.87,52.41,6.5,0.4
27.44,13.16,52.13,7.03,0.24
26.35,13.57,52.65,7.18,0.25
26.97,13.48,52.05,7.1,0.4
26.96,14.08,51.88,6.9,0.18
26.59,13.01,52.79,7.46,0.16
26.54,14.15,51.77,7.16,0.38
26.26,13.16,52.46,7.59,0.55
25.38,14.57,52.72,6.95,0.39
26.08,14.05,52.06,7.34,0.47
26.05,13.74,51.98,7.53,0.69
26.56,13.42,52.51,7.12,0.39
26.21,12.66,53.27,7.43,0.43
26.73,12.78,53.19,7.14,0.16
26.46,13.42,52.47,7.28,0.37
25.81,13.37,52.6,7.93,0.29
26.62,13.39,52.82,7.0,0.17
26.1,13.56,52.08,7.82,0.44
26.61,13.12,52.84,7.27,0.16
26.16,14.75,51.55,7.19,0.35
26.38,13.2,52.56,7.62,0.24
26.16,13.24,52.76,7.52,0.32
26.54,12.31,53.52,7.2,0.43
26.21,13.68,52.47,7.42,0.21
26.27,13.55,52.55,7.19,0.43
27.2,13.17,51.96,7.47,0.2
26.03,13.09,52.96,7.52,0.4
26.44,13.17,53.4,6.85,0.14
27.02,12.47,53.08,7.23,0.2
27.02,13.17,52.16,7.25,0.4
26.16,12.88,53.35,7.3,0.31
25.52,12.29,53.81,8.06,0.33
26.33,12.91,52.79,7.61,0.37
26.77,13.23,52.54,7.15,0.31
26.42,13.18,52.79,7.37,0.23
26.09,14.53,51.58,7.17,0.63
26.08,14.16,52.7,6.93,0.13
25.51,14.34,52.61,7.39,0.15
28.44,12.87,51.77,6.81,0.1
26.24,13.63,52.52,7.29,0.31
26.75,13.12,52.91,7.04,0.18
26.16,13.28,53.03,7.25,0.28
25.38,13.24,53.19,7.9,0.29
26.95,12.86,53.38,6.62,0.19
26.59,13.56,52.33,7.34,0.18
25.86,13.14,53.6,7.02,0.39
26.08,13.71,52.35,7.49,0.37
27.14,12.8,52.86,7.06,0.13
26.46,13.01,52.87,7.37,0.3
26.42,13.06,52.49,7.58,0.45
26.5,13.13,53.06,7.16,0.14
26.17,13.64,52.49,7.04,0.66
26.82,14.06,52.0,7.03,0.1
26.81,13.42,52.5,6.95,0.31
26.22,12.82,53.08,7.18,0.71
26.44,13.77,52.05,7.51,0.23
27.51,12.47,52.61,7.11,0.3
26.95,13.29,52.31,7.25,0.21
26.66,12.94,52.93,7.21,0.25
26.49,13.07,52.42,7.63,0.39
26.72,13.25,52.84,7.02,0.17
26.93,13.44,52.13,7.36,0.14
26.0,13.12,53.08,7.55,0.26
25.82,15.69,51.01,7.46,0.02
26.64,13.56,52.62,7.04,0.13
26.86,13.76,52.18,6.99,0.21
25.75,13.74,52.52,7.77,0.22
27.1,12.26,53.73,6.7,0.2
26.47,13.27,53.19,6.89,0.18
26.77,13.56,52.36,6.93,0.38
26.66,13.61,52.68,6.8,0.25
26.38,13.36,52.76,7.4,0.1
26.74,13.11,52.45,7.47,0.23
26.66,13.88,52.14,7.18,0.14
26.31,13.46,52.07,7.78,0.39
27.05,12.73,52.75,6.95,0.52
26.53,14.12,52.39,6.91,0.06
26.42,13.07,52.93,7.44,0.15
26.64,13.09,52.68,7.1,0.48
26.37,13.19,52.13,8.0,0.32
27.09,12.84,52.14,7.84,0.09
26.71,12.34,53.1,7.35,0.49
27.02,13.25,51.78,7.71,0.24
26.95,13.4,52.22,7.22,0.21
26.38,13.66,52.77,7.02,0.17
26.79,13.07,52.33,7.16,0.65
26.83,13.26,52.99,6.57,0.34
26.09,13.63,52.74,7.03,0.51
26.71,13.13,52.4,7.31,0.45
27.1,12.7,52.57,7.24,0.4
26.18,13.12,52.52,7.76,0.43
26.35,13.55,52.61,7.24,0.24
26.53,13.4,52.02,7.7,0.35
27.03,13.08,52.86,6.86,0.17
26.84,13.26,52.84,6.91,0.14
26.59,12.93,52.77,7.47,0.25
26.15,13.85,52.51,7.07,0.42
26.31,13.38,53.34,6.59,0.38
26.2,13.76,52.86,6.89,0.29
26.07,13.17,53.01,7.47,0.28
26.32,12.57,53.29,7.57,0.25
27.6,11.62,52.79,7.62,0.37
26.98,13.38,52.5,6.88,0.26
25.89,13.39,53.17,7.26,0.29
26.86,13.11,52.63,7.1,0.3
26.69,13.9,52.5,6.73,0.19
25.77,13.56,52.84,7.36,0.47
26.01,13.59,52.22,7.88,0.29
26.81,14.15,51.92,7.0,0.12
26.72,12.89,52.98,6.99,0.42
26.21,14.01,52.48,7.09,0.2
26.78,13.23,52.75,7.02,0.23
26.61,13.57,52.15,7.32,0.35
26.3,13.77,52.29,7.43,0.21
26.32,13.68,52.71,7.04,0.25
27.09,12.97,52.58,7.13,0.23
25.95,13.6,53.02,7.16,0.27
26.15,13.93,52.09,7.45,0.38
27.04,13.33,52.52,7.0,0.11
26.47,13.41,52.3,7.42,0.41
26.81,14.16,51.89,6.96,0.19
25.52,12.72,53.61,7.83,0.32
26.94,13.37,51.81,7.72,0.16
26.62,13.28,52.49,7.15,0.47
26.64,12.48,53.0,7.47,0.41
25.72,13.41,52.81,7.86,0.2
28.03,12.82,52.14,6.77,0.23
26.23,14.03,52.95,6.75,0.05
26.26,12.92,52.27,8.02,0.53
26.32,13.4,52.65,7.31,0.32
26.67,13.06,52.86,7.21,0.2
26.49,13.3,52.89,7.12,0.21
26.34,13.52,52.69,7.22,0.23
26.84,13.15,52.98,6.89,0.15
26.45,12.2,53.8,7.26,0.28
25.77,13.93,52.76,7.28,0.27
26.51,13.26,52.8,7.17,0.26
26.38,14.27,52.01,7.13,0.22
26.88,12.6,53.09,6.86,0.56
26.96,13.57,52.04,7.26,0.17
26.26,13.75,52.53,7.12,0.35
25.92,12.91,53.4,6.98,0.79
26.33,13.58,52.4,7.47,0.22
25.46,13.59,53.05,7.02,0.88
27.15,12.83,52.83,6.98,0.2
26.64,13.59,52.29,7.24,0.24
26.83,13.21,52.89,6.82,0.24
25.83,13.16,53.22,7.37,0.42
26.4,13.38,52.59,7.51,0.12
26.42,12.94,53.07,7.09,0.47
26.72,13.19,52.76,7.13,0.19
25.56,13.67,53.25,7.34,0.19
25.94,13.21,52.82,7.86,0.17
26.93,13.45,52.03,7.18,0.41
26.26,13.5,52.82,7.2,0.22
26.51,13.83,52.65,6.83,0.18
26.18,13.88,52.62,6.95,0.37
26.39,13.49,52.53,7.35,0.24
26.71,13.4,52.47,7.17,0.24
26.28,13.9,52.47,7.29,0.06
25.43,12.45,54.02,7.61,0.49
27.01,13.66,52.02,6.65,0.67
27.06,13.01,52.62,6.56,0.75
27.12,13.36,51.88,7.4,0.23
26.38,13.57,52.74,7.19,0.11
26.4,13.56,52.58,7.29,0.17
26.41,13.51,52.72,7.09,0.27
26.5,14.1,52.53,6.69,0.19
26.34,13.91,52.41,7.22,0.12
26.43,13.36,52.78,7.32,0.11
26.85,13.01,52.94,6.97,0.22
25.59,15.11,51.4,7.51,0.39
26.77,13.62,51.9,7.47,0.25
26.41,13.46,52.98,7.0,0.15
26.29,13.22,53.14,7.11,0.23
26.14,13.23,53.19,7.17,0.27
26.96,12.95,52.82,7.08,0.18
26.68,12.84,53.22,6.87,0.39
26.93,13.83,52.16,7.0,0.08
26.49,13.56,52.89,6.93,0.13
26.41,13.61,52.15,7.62,0.21
26.19,13.56,52.95,7.1,0.19
26.7,13.0,52.75,7.34,0.22
26.94,13.09,53.17,6.58,0.22
26.79,13.41,52.46,7.14,0.21
26.66,13.3,53.14,6.72,0.18
26.26,13.16,53.3,7.02,0.26
27.22,13.11,52.35,6.97,0.36
26.55,13.69,52.4,7.21,0.15
26.38,13.5,52.84,7.16,0.12
26.44,13.23,53.01,7.09,0.23
26.75,13.39,52.43,7.19,0.25
26.87,12.8,53.13,7.04,0.16
26.32,13.42,52.92,7.04,0.29
26.25,13.61,52.84,7.17,0.14
26.76,13.35,52.83,6.95,0.11
26.34,13.26,53.25,6.99,0.16
26.26,13.32,53.21,6.99,0.21
26.41,13.15,53.1,7.13,0.2
26.27,13.51,53.03,7.05,0.14
26.33,13.23,53.1,7.17,0.18
25.96,13.44,53.12,7.29,0.19
27.0,12.64,53.11,6.86,0.38
26.21,13.43,53.04,7.1,0.23
26.76,13.26,52.69,7.17,0.13
26.2,13.29,52.89,7.41,0.22
26.23,13.41,52.87,7.24,0.25
26.88,13.84,52.55,6.64,0.09
26.52,13.65,52.9,6.7,0.23
26.4,13.71,52.77,6.92,0.21
25.47,14.76,52.52,7.22,0.03
27.14,13.25,52.14,7.32,0.16
26.89,12.78,52.82,7.1,0.41
26.52,13.21,53.41,6.55,0.31
26.54,13.7,52.0,7.36,0.4
27.48,13.09,52.18,7.11,0.14
26.99,13.06,52.46,7.1,0.39
26.26,13.35,53.1,6.79,0.5
26.94,13.15,53.01,6.68,0.22
27.4,12.99,52.27,7.21,0.13
27.37,12.96,52.42,7.12,0.13
27.47,12.99,52.22,7.1,0.23
26.92,13.07,52.15,7.62,0.25
27.54,12.88,52.27,7.08,0.24
27.38,12.97,52.45,7.04,0.15
26.48,13.14,53.36,6.77,0.25
27.0,13.18,52.34,7.18,0.29
27.13,13.07,51.82,7.6,0.38
27.18,13.4,52.13,7.07,0.23
26.61,13.93,52.01,7.29,0.16
26.93,13.29,52.27,7.21,0.31
27.09,14.33,51.57,6.81,0.2
27.14,13.02,52.21,7.45,0.18
26.68,13.23,52.46,7.37,0.26
26.42,13.1,52.56,7.71,0.21
27.24,12.85,52.33,7.36,0.22
27.05,13.19,52.17,7.24,0.34
26.71,13.37,52.79,6.87,0.25
27.48,13.21,52.06,7.07,0.17
26.86,13.38,52.33,7.29,0.14
26.69,13.47,52.49,7.1,0.25
27.36,12.91,52.31,7.29,0.13
27.03,13.16,52.26,7.35,0.2
26.94,13.03,52.3,7.55,0.17
26.74,13.96,51.92,7.12,0.26
27.27,13.27,51.96,7.34,0.16
26.36,13.59,52.36,7.41,0.28
27.23,12.99,52.48,7.13,0.18
27.93,12.9,51.84,7.17,0.16
27.21,13.2,52.13,7.25,0.21
27.02,13.47,51.76,7.36,0.39
26.97,13.64,51.74,7.28,0.37
26.46,13.45,52.72,7.07,0.29
27.55,12.94,52.21,7.11,0.19
27.26,12.95,52.58,7.04,0.17
26.93,12.81,52.5,7.65,0.11
27.23,13.28,52.24,7.09,0.16
27.42,13.03,52.06,7.31,0.19
26.9,13.24,52.08,7.44,0.34
27.16,13.02,52.25,7.38,0.2
27.37,12.93,52.27,7.25,0.17
26.75,13.21,53.01,6.79,0.24
26.75,13.77,51.99,7.15,0.33
26.39,14.69,51.61,7.1,0.21
27.28,13.5,51.99,7.08,0.15
27.29,13.46,52.25,6.81,0.19
26.86,13.09,52.51,7.25,0.29
26.85,12.47,53.07,7.37,0.24
27.4,12.97,52.28,7.18,0.18
27.26,13.06,52.14,7.29,0.25
26.81,14.06,51.58,7.3,0.25
27.06,13.0,52.37,7.21,0.35
27.18,13.23,52.2,7.13,0.26
27.27,13.19,52.15,7.24,0.15
26.48,12.94,52.5,7.61,0.47
26.69,13.04,52.39,7.47,0.41
27.09,12.84,52.45,7.43,0.19
27.03,13.18,52.35,7.24,0.2
26.28,13.64,52.56,7.22,0.29
27.03,12.39,52.49,7.65,0.44
26.41,13.66,52.34,7.24,0.35
25.86,14.71,51.6,7.12,0.71
25.78,15.15,51.64,7.23,0.2
26.23,13.4,53.03,7.19,0.14
27.22,12.94,52.39,7.28,0.16
26.94,13.66,51.73,7.31,0.36
27.12,13.3,52.14,7.16,0.29
26.87,13.57,51.76,7.43,0.37
26.95,13.09,52.38,7.41,0.18
27.21,13.34,52.1,7.19,0.15
27.16,13.68,51.99,6.94,0.22
27.15,12.81,52.53,7.29,0.21
26.83,13.46,51.97,7.39,0.35
27.06,13.05,52.24,7.3,0.36
27.29,13.19,52.12,7.18,0.22
27.37,12.88,52.57,7.01,0.18
27.91,12.86,51.93,7.17,0.12
27.07,12.88,52.49,7.39,0.17
27.23,12.99,52.36,7.18,0.24
27.04,12.88,52.77,7.07,0.24
27.11,12.9,52.8,6.94,0.25
26.89,13.5,52.65,6.74,0.23
27.03,13.17,52.21,7.4,0.19
26.78,13.22,52.26,7.4,0.34
26.92,13.46,52.11,7.36,0.16
26.24,13.52,53.11,7.08,0.06
26.73,12.74,53.12,7.27,0.15
25.98,12.91,53.12,7.88,0.11
26.57,13.1,52.62,7.45,0.25
26.29,11.62,53.23,8.61,0.25
26.68,13.03,52.91,7.24,0.14
26.91,12.99,52.19,7.41,0.5
25.68,13.18,52.82,8.2,0.12
26.38,13.18,52.85,7.42,0.16
26.24,13.32,52.92,7.41,0.11
27.61,12.12,52.93,7.27,0.07
27.09,12.78,52.79,7.13,0.22
26.68,13.41,52.28,7.48,0.15
27.62,12.4,52.43,7.33,0.21
25.08,13.38,53.51,8.03,0.0
27.72,10.87,53.74,7.59,0.08
25.95,13.11,53.33,7.54,0.05
26.85,12.94,52.7,7.21,0.31
26.84,13.92,51.74,7.35,0.15
26.71,13.0,52.96,7.18,0.15
29.4,10.95,52.89,6.24,0.51
26.85,11.6,53.65,7.63,0.27
25.73,13.69,52.99,7.41,0.18
26.24,13.39,52.84,7.38,0.15
25.97,13.63,53.23,7.07,0.1
27.13,12.81,52.6,7.46,0.0
26.3,13.27,52.7,7.45,0.29
26.0,11.99,53.41,8.33,0.27
27.26,12.54,51.98,7.99,0.23
26.65,13.61,52.58,7.04,0.11
26.3,13.32,53.29,6.88,0.21
26.94,12.96,52.58,7.4,0.12
26.42,11.53,53.56,8.01,0.48
26.44,12.91,52.8,7.75,0.1
25.8,12.47,54.07,7.52,0.14
26.13,13.39,53.29,7.0,0.2
26.5,13.26,52.48,7.45,0.32
26.65,12.08,53.63,7.43,0.21
27.04,12.71,52.8,7.18,0.26
26.43,13.42,52.95,7.03,0.17
25.99,13.63,53.07,7.14,0.16
26.4,13.42,52.89,7.12,0.17
25.83,12.96,53.4,7.5,0.3
25.74,13.0,53.18,7.44,0.63
26.39,13.07,52.93,7.4,0.22
26.54,13.4,52.88,7.04,0.14
26.73,12.58,53.25,7.11,0.31
26.29,13.53,52.74,7.23,0.21
26.82,12.87,52.66,7.31,0.34
26.44,13.56,52.43,7.43,0.15
25.69,12.99,53.97,7.16,0.19
26.39,13.72,52.25,7.49,0.14
26.64,13.26,52.54,7.21,0.36
25.97,12.2,53.85,7.82,0.17
26.27,13.49,52.63,7.48,0.13
26.24,13.21,52.78,7.47,0.3
25.99,13.31,53.21,7.3,0.19
25.81,13.14,53.41,7.35,0.29
26.26,13.48,52.81,7.27,0.18
26.14,13.26,53.16,7.32,0.12
26.4,13.59,52.86,6.98,0.18
26.21,13.37,52.82,7.39,0.21
25.95,13.42,53.47,7.11,0.05
26.49,12.91,52.85,7.44,0.32
26.09,12.38,53.73,7.67,0.13
26.23,13.47,52.52,7.57,0.22
26.19,13.23,53.03,7.21,0.34
26.37,13.31,53.07,7.07,0.19
25.7,13.83,52.93,7.23,0.32
27.02,12.53,52.86,7.5,0.1
26.83,13.04,52.77,7.17,0.2
26.75,13.2,52.65,7.13,0.26
26.49,12.77,52.89,7.65,0.2
26.8,13.26,52.64,7.2,0.1
26.36,13.13,52.96,7.35,0.2
26.35,13.61,52.41,7.44,0.19
25.88,13.31,53.44,7.03,0.34
27.06,12.95,52.68,7.05,0.25
26.9,12.17,53.57,7.23,0.13
25.8,12.7,52.99,8.4,0.12
26.9,13.2,52.27,7.44,0.19
25.89,13.34,53.32,7.24,0.22
26.84,12.5,52.86,7.52,0.28
25.77,13.79,53.12,7.24,0.08
26.84,13.24,52.62,7.2,0.09
26.59,13.2,52.85,7.1,0.26
26.16,13.23,53.18,7.23,0.19
26.43,13.27,52.69,7.43,0.17
26.02,13.36,53.2,7.16,0.28
26.65,13.63,51.93,7.42,0.36
26.99,12.99,52.31,7.42,0.3
26.13,13.61,52.46,7.6,0.2
26.0,12.98,53.14,7.79,0.1
26.54,13.17,53.02,7.13,0.14
26.53,12.33,53.18,7.78,0.18
25.76,13.2,53.18,7.62,0.24
26.85,12.56,53.24,7.04,0.3
26.79,12.28,53.4,7.44,0.1
26.9,13.43,52.01,7.4,0.26
25.99,13.47,53.1,7.27,0.17
26.66,13.36,52.7,7.11,0.17
26.25,13.48,52.84,7.25,0.17
26.99,12.85,52.58,7.31,0.26
27.73,12.68,52.45,7.07,0.07
26.14,12.99,53.28,7.27,0.32
26.93,12.62,52.73,7.44,0.28
26.27,13.33,52.93,7.19,0.27
26.19,13.15,53.29,7.09,0.28
26.93,12.95,52.63,7.36,0.13
26.88,12.94,52.64,7.36,0.17
26.37,13.25,53.19,6.96,0.22
26.97,12.36,52.97,7.48,0.22
26.52,13.36,52.89,7.08,0.16
27.02,13.12,52.25,7.08,0.52
26.13,13.49,52.56,7.62,0.2
26.5,13.2,52.85,7.25,0.2
26.08,13.29,53.24,7.23,0.15
26.16,13.18,53.14,7.22,0.29
26.33,13.48,52.74,7.22,0.23
26.24,13.2,52.94,7.37,0.26
26.6,13.19,52.92,7.1,0.19
26.7,12.91,52.3,7.85,0.23
26.45,13.22,52.83,7.36,0.13
26.84,13.1,52.82,7.16,0.07
26.98,13.09,52.57,7.13,0.24
26.82,12.92,52.76,7.26,0.24
26.66,11.77,53.51,7.9,0.16
26.55,14.69,52.54,6.21,0.0
